 == BEGINING OF EXECUTION == 



Endereço virtual: 17375 | Endereço físico: 11743 | Conteúdo: 247
Endereço virtual: 15990 | Endereço físico: 11894 | Conteúdo: 15
Endereço virtual: 20526 | Endereço físico: 12078 | Conteúdo: 20
Endereço virtual: 25904 | Endereço físico: 12336 | Conteúdo: 0
Endereço virtual: 42224 | Endereço físico: 12784 | Conteúdo: 0
Endereço virtual:  9311 | Endereço físico: 12895 | Conteúdo: 23
Endereço virtual:  7862 | Endereço físico: 13238 | Conteúdo: 7
Endereço virtual:  3835 | Endereço físico: 25083 | Conteúdo: 190
Endereço virtual: 30535 | Endereço físico: 25415 | Conteúdo: 209
Endereço virtual: 65179 | Endereço físico: 13467 | Conteúdo: 166
Endereço virtual: 57387 | Endereço físico: 21803 | Conteúdo: 10
Endereço virtual: 63579 | Endereço físico: 29019 | Conteúdo: 22
Endereço virtual:  4946 | Endereço físico:  6482 | Conteúdo: 4
Endereço virtual:  9037 | Endereço físico:  2381 | Conteúdo: 0
Endereço virtual: 61033 | Endereço físico: 30057 | Conteúdo: 0
Endereço virtual: 55543 | Endereço físico: 13815 | Conteúdo: 61
Endereço virtual: 50361 | Endereço físico: 19385 | Conteúdo: 0
Endereço virtual:  6480 | Endereço físico: 13904 | Conteúdo: 0
Endereço virtual: 14042 | Endereço físico: 28890 | Conteúdo: 13
Endereço virtual: 21531 | Endereço físico:  7963 | Conteúdo: 6
Endereço virtual: 39195 | Endereço físico: 14107 | Conteúdo: 70
Endereço virtual: 37511 | Endereço físico: 10375 | Conteúdo: 161
Endereço virtual: 23696 | Endereço físico: 10896 | Conteúdo: 0
Endereço virtual: 27440 | Endereço físico: 14384 | Conteúdo: 0
Endereço virtual: 28201 | Endereço físico: 14633 | Conteúdo: 0
Endereço virtual: 23072 | Endereço físico: 14880 | Conteúdo: 0
Endereço virtual:  7814 | Endereço físico: 13190 | Conteúdo: 7
Endereço virtual:  6552 | Endereço físico: 13976 | Conteúdo: 0
Endereço virtual: 43637 | Endereço físico: 15221 | Conteúdo: 0
Endereço virtual: 35113 | Endereço físico: 15401 | Conteúdo: 0
Endereço virtual: 34890 | Endereço físico: 15690 | Conteúdo: 34
Endereço virtual: 61297 | Endereço físico: 22129 | Conteúdo: 0
Endereço virtual: 45633 | Endereço físico: 28481 | Conteúdo: 0
Endereço virtual: 61431 | Endereço físico: 22263 | Conteúdo: 253
Endereço virtual: 46032 | Endereço físico: 16080 | Conteúdo: 0
Endereço virtual: 18774 | Endereço físico: 16214 | Conteúdo: 18
Endereço virtual: 62991 | Endereço físico: 22799 | Conteúdo: 131
Endereço virtual: 28059 | Endereço físico: 16539 | Conteúdo: 102
Endereço virtual: 35229 | Endereço físico: 15517 | Conteúdo: 0
Endereço virtual: 51230 | Endereço físico: 16670 | Conteúdo: 50
Endereço virtual: 14405 | Endereço físico: 16965 | Conteúdo: 0
Endereço virtual: 52242 | Endereço físico: 17170 | Conteúdo: 51
Endereço virtual: 43153 | Endereço físico: 17553 | Conteúdo: 0
Endereço virtual:  2709 | Endereço físico: 17813 | Conteúdo: 0
Endereço virtual: 47963 | Endereço físico: 18011 | Conteúdo: 214
Endereço virtual: 36943 | Endereço físico: 18255 | Conteúdo: 19
Endereço virtual: 54066 | Endereço físico: 18482 | Conteúdo: 52
Endereço virtual: 10054 | Endereço físico: 30278 | Conteúdo: 9
Endereço virtual: 43051 | Endereço físico: 17451 | Conteúdo: 10
Endereço virtual: 11525 | Endereço físico: 18693 | Conteúdo: 0
Endereço virtual: 17684 | Endereço físico: 18964 | Conteúdo: 0
Endereço virtual: 41681 | Endereço físico: 19409 | Conteúdo: 0
Endereço virtual: 27883 | Endereço físico: 19691 | Conteúdo: 58
Endereço virtual: 56909 | Endereço físico:  3917 | Conteúdo: 0
Endereço virtual: 45772 | Endereço físico: 28620 | Conteúdo: 0
Endereço virtual: 27496 | Endereço físico: 14440 | Conteúdo: 0
Endereço virtual: 46842 | Endereço físico: 19962 | Conteúdo: 45
Endereço virtual: 38734 | Endereço físico: 27726 | Conteúdo: 37
Endereço virtual: 28972 | Endereço físico: 20012 | Conteúdo: 0
Endereço virtual: 59684 | Endereço físico: 20260 | Conteúdo: 0
Endereço virtual: 11384 | Endereço físico: 20600 | Conteúdo: 0
Endereço virtual: 21018 | Endereço físico: 20762 | Conteúdo: 20
Endereço virtual:  2192 | Endereço físico: 21136 | Conteúdo: 0
Endereço virtual: 18384 | Endereço físico: 26320 | Conteúdo: 0
Endereço virtual: 13464 | Endereço físico:  9112 | Conteúdo: 0
Endereço virtual: 31018 | Endereço físico: 21290 | Conteúdo: 30
Endereço virtual: 62958 | Endereço físico: 21742 | Conteúdo: 61
Endereço virtual: 30611 | Endereço físico: 25491 | Conteúdo: 228
Endereço virtual:  1913 | Endereço físico: 21881 | Conteúdo: 0
Endereço virtual: 18904 | Endereço físico: 16344 | Conteúdo: 0
Endereço virtual: 26773 | Endereço físico: 27285 | Conteúdo: 0
Endereço virtual: 55491 | Endereço físico: 13763 | Conteúdo: 48
Endereço virtual: 21899 | Endereço físico: 22667 | Conteúdo: 98
Endereço virtual: 64413 | Endereço físico: 22429 | Conteúdo: 0
Endereço virtual: 47134 | Endereço físico: 22046 | Conteúdo: 46
Endereço virtual: 23172 | Endereço físico: 14980 | Conteúdo: 0
Endereço virtual:  7262 | Endereço físico: 22366 | Conteúdo: 7
Endereço virtual: 12705 | Endereço físico: 22689 | Conteúdo: 0
Endereço virtual:  7522 | Endereço físico: 22882 | Conteúdo: 7
Endereço virtual: 58815 | Endereço físico: 23231 | Conteúdo: 111
Endereço virtual: 34916 | Endereço físico: 15716 | Conteúdo: 0
Endereço virtual:  3802 | Endereço físico: 25050 | Conteúdo: 3
Endereço virtual: 58008 | Endereço físico: 23448 | Conteúdo: 0
Endereço virtual:  1239 | Endereço físico: 23767 | Conteúdo: 53
Endereço virtual: 63947 | Endereço físico: 24011 | Conteúdo: 114
Endereço virtual:   381 | Endereço físico: 24189 | Conteúdo: 0
Endereço virtual: 60734 | Endereço físico:  3646 | Conteúdo: 59
Endereço virtual: 48769 | Endereço físico: 24449 | Conteúdo: 0
Endereço virtual: 41938 | Endereço físico: 24786 | Conteúdo: 40
Endereço virtual: 38025 | Endereço físico:  5257 | Conteúdo: 0
Endereço virtual: 55099 | Endereço físico: 24891 | Conteúdo: 206
Endereço virtual: 56691 | Endereço físico: 26739 | Conteúdo: 92
Endereço virtual: 39530 | Endereço físico: 30570 | Conteúdo: 38
Endereço virtual: 59003 | Endereço físico: 30843 | Conteúdo: 158
Endereço virtual:  6029 | Endereço físico: 10125 | Conteúdo: 0
Endereço virtual: 20920 | Endereço físico: 25272 | Conteúdo: 0
Endereço virtual:  8077 | Endereço físico: 25485 | Conteúdo: 0
Endereço virtual: 42633 | Endereço físico: 25737 | Conteúdo: 0
Endereço virtual: 17443 | Endereço físico: 25891 | Conteúdo: 8
Endereço virtual: 53570 | Endereço físico: 32322 | Conteúdo: 52
Endereço virtual: 22833 | Endereço físico: 26161 | Conteúdo: 0
Endereço virtual:  3782 | Endereço físico: 26566 | Conteúdo: 3
Endereço virtual: 47758 | Endereço físico: 26766 | Conteúdo: 46
Endereço virtual: 22136 | Endereço físico: 27000 | Conteúdo: 0
Endereço virtual: 22427 | Endereço físico: 11419 | Conteúdo: 230
Endereço virtual: 23867 | Endereço físico:  6203 | Conteúdo: 78
Endereço virtual: 59968 | Endereço físico: 27200 | Conteúdo: 0
Endereço virtual: 62166 | Endereço físico: 27606 | Conteúdo: 60
Endereço virtual:  6972 | Endereço físico: 27708 | Conteúdo: 0
Endereço virtual: 63684 | Endereço físico: 29124 | Conteúdo: 0
Endereço virtual: 46388 | Endereço físico: 32564 | Conteúdo: 0
Endereço virtual: 41942 | Endereço físico: 24790 | Conteúdo: 40
Endereço virtual: 36524 | Endereço físico: 28076 | Conteúdo: 0
Endereço virtual:  9323 | Endereço físico: 12907 | Conteúdo: 26
Endereço virtual: 31114 | Endereço físico: 21386 | Conteúdo: 30
Endereço virtual: 22345 | Endereço físico: 11337 | Conteúdo: 0
Endereço virtual: 46463 | Endereço físico: 32639 | Conteúdo: 95
Endereço virtual: 54671 | Endereço físico: 28303 | Conteúdo: 99
Endereço virtual:  9214 | Endereço físico:  2558 | Conteúdo: 8
Endereço virtual:  7257 | Endereço físico: 22361 | Conteúdo: 0
Endereço virtual: 33150 | Endereço físico: 28542 | Conteúdo: 32
Endereço virtual: 41565 | Endereço físico: 19293 | Conteúdo: 0
Endereço virtual: 26214 | Endereço físico: 28774 | Conteúdo: 25
Endereço virtual:  3595 | Endereço físico: 26379 | Conteúdo: 130
Endereço virtual: 17932 | Endereço físico: 28940 | Conteúdo: 0
Endereço virtual: 34660 | Endereço físico: 29284 | Conteúdo: 0
Endereço virtual: 51961 | Endereço físico: 29689 | Conteúdo: 0
Endereço virtual: 58634 | Endereço físico: 23050 | Conteúdo: 57
Endereço virtual: 57990 | Endereço físico: 23430 | Conteúdo: 56
Endereço virtual: 28848 | Endereço físico:  3504 | Conteúdo: 0
Endereço virtual: 49920 | Endereço físico: 29696 | Conteúdo: 0
Endereço virtual: 18351 | Endereço físico: 30127 | Conteúdo: 235
Endereço virtual: 53669 | Endereço físico: 32421 | Conteúdo: 0
Endereço virtual: 33996 | Endereço físico: 30412 | Conteúdo: 0
Endereço virtual:  6741 | Endereço físico: 30549 | Conteúdo: 0
Endereço virtual: 64098 | Endereço físico: 30818 | Conteúdo: 62
Endereço virtual:   606 | Endereço físico: 31070 | Conteúdo: 0
Endereço virtual: 27383 | Endereço físico: 31479 | Conteúdo: 189
Endereço virtual: 63140 | Endereço físico: 31652 | Conteúdo: 0
Endereço virtual: 32228 | Endereço físico: 31972 | Conteúdo: 0
Endereço virtual: 63437 | Endereço físico: 32205 | Conteúdo: 0
Endereço virtual: 29085 | Endereço físico: 20125 | Conteúdo: 0
Endereço virtual: 65080 | Endereço físico: 13368 | Conteúdo: 0
Endereço virtual: 38753 | Endereço físico: 32353 | Conteúdo: 0
Endereço virtual: 16041 | Endereço físico: 11945 | Conteúdo: 0
Endereço virtual:  9041 | Endereço físico:  2385 | Conteúdo: 0
Endereço virtual: 42090 | Endereço físico: 12650 | Conteúdo: 41
Endereço virtual: 46388 | Endereço físico: 32564 | Conteúdo: 0
Endereço virtual: 63650 | Endereço físico: 32674 | Conteúdo: 62
Endereço virtual: 36636 | Endereço físico:    28 | Conteúdo: 0
Endereço virtual: 21947 | Endereço físico:   443 | Conteúdo: 110
Endereço virtual: 19833 | Endereço físico:   633 | Conteúdo: 0
Endereço virtual: 36464 | Endereço físico: 28016 | Conteúdo: 0
Endereço virtual:  8541 | Endereço físico:   861 | Conteúdo: 0
Endereço virtual: 12712 | Endereço físico: 22696 | Conteúdo: 0
Endereço virtual: 48955 | Endereço físico:  6971 | Conteúdo: 206
Endereço virtual: 39206 | Endereço físico: 14118 | Conteúdo: 38
Endereço virtual: 15578 | Endereço físico:  1242 | Conteúdo: 15
Endereço virtual: 49205 | Endereço físico:  1333 | Conteúdo: 0
Endereço virtual:  7731 | Endereço físico: 13107 | Conteúdo: 140
Endereço virtual: 43046 | Endereço físico: 17446 | Conteúdo: 42
Endereço virtual: 60498 | Endereço físico:  1618 | Conteúdo: 59
Endereço virtual:  9237 | Endereço físico: 12821 | Conteúdo: 0
Endereço virtual: 47706 | Endereço físico: 26714 | Conteúdo: 46
Endereço virtual: 43973 | Endereço físico:  1989 | Conteúdo: 0
Endereço virtual: 42008 | Endereço físico: 12568 | Conteúdo: 0
Endereço virtual: 27460 | Endereço físico: 14404 | Conteúdo: 0
Endereço virtual: 24999 | Endereço físico:  2215 | Conteúdo: 105
Endereço virtual: 51933 | Endereço físico: 29661 | Conteúdo: 0
Endereço virtual: 34070 | Endereço físico:  6678 | Conteúdo: 33
Endereço virtual: 65155 | Endereço físico: 13443 | Conteúdo: 160
Endereço virtual: 59955 | Endereço físico: 27187 | Conteúdo: 140
Endereço virtual:  9277 | Endereço físico: 12861 | Conteúdo: 0
Endereço virtual: 20420 | Endereço físico:  2500 | Conteúdo: 0
Endereço virtual: 44860 | Endereço físico:  5948 | Conteúdo: 0
Endereço virtual: 50992 | Endereço físico:  2608 | Conteúdo: 0
Endereço virtual: 10583 | Endereço físico:  2903 | Conteúdo: 85
Endereço virtual: 57751 | Endereço físico:  9879 | Conteúdo: 101
Endereço virtual: 23195 | Endereço físico: 15003 | Conteúdo: 166
Endereço virtual: 27227 | Endereço físico: 31323 | Conteúdo: 150
Endereço virtual: 42816 | Endereço físico:  4416 | Conteúdo: 0
Endereço virtual: 58219 | Endereço físico:  3179 | Conteúdo: 218
Endereço virtual: 37606 | Endereço físico: 10470 | Conteúdo: 36
Endereço virtual: 18426 | Endereço físico: 30202 | Conteúdo: 17
Endereço virtual: 21238 | Endereço físico: 20982 | Conteúdo: 20
Endereço virtual: 11983 | Endereço físico:  3535 | Conteúdo: 179
Endereço virtual: 48394 | Endereço físico:  3594 | Conteúdo: 47
Endereço virtual: 11036 | Endereço físico:  3868 | Conteúdo: 0
Endereço virtual: 30557 | Endereço físico:  4189 | Conteúdo: 0
Endereço virtual: 23453 | Endereço físico:  4509 | Conteúdo: 0
Endereço virtual: 49847 | Endereço físico:  4791 | Conteúdo: 173
Endereço virtual: 30032 | Endereço físico:  4944 | Conteúdo: 0
Endereço virtual: 48065 | Endereço físico: 18113 | Conteúdo: 0
Endereço virtual:  6957 | Endereço físico: 27693 | Conteúdo: 0
Endereço virtual:  2301 | Endereço físico: 21245 | Conteúdo: 0
Endereço virtual:  7736 | Endereço físico: 13112 | Conteúdo: 0
Endereço virtual: 31260 | Endereço físico:  5148 | Conteúdo: 0
Endereço virtual: 17071 | Endereço físico:  5551 | Conteúdo: 171
Endereço virtual:  8940 | Endereço físico:  5868 | Conteúdo: 0
Endereço virtual:  9929 | Endereço físico:  6089 | Conteúdo: 0
Endereço virtual: 45563 | Endereço físico:  6395 | Conteúdo: 126
Endereço virtual: 12107 | Endereço físico:  6475 | Conteúdo: 210

=== STATISTICS OF EXECUTION ===

TLB hits - TLB misses - Page faults
      57 -        405 -         538

Avg accesses per TLB miss     : 2.5
Avg accesses per page fault   : 1.9

===============================

 == END OF EXECUTION == 
